Age,Gender,Education Level,Job Title,experience,Salary,test_score,interview_score
29,Male,Bachelor's Degree,Junior Web Developer,2,45000,72,86
36,Female,Master's Degree,Web Developer,7,85000,96,99
30,Male,High School,Junior HR Generalist,1,32000,97,92
43,Female,PhD,Senior Human Resources Manager,15,150000,83,79
34,Male,Bachelor's Degree,Web Developer,4,65000,61,73
25,Female,Master's Degree,Junior HR Generalist,1,32000,81,95
37,Male,PhD,Director of HR,12,120000,76,64
24,Female,Bachelor's Degree,Junior Web Developer,1,40000,95,82
39,Male,Master's Degree,Senior HR Generalist,9,95000,73,74
31,Male,High School,Junior HR Generalist,2,35000,69,65
44,Female,PhD,Director of HR,14,140000,94,92
28,Male,Bachelor's Degree,Web Developer,3,55000,84,78
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,62,72
45,Male,PhD,Director of HR,13,135000,97,88
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,76,65
38,Male,Master's Degree,Senior HR Generalist,8,95000,71,74
27,Female,High School,Junior HR Generalist,1,32000,83,75
33,Male,Bachelor's Degree,Web Developer,5,70000,88,83
42,Female,Master's Degree,Director of HR,12,120000,84,82
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,95,69
36,Female,Master's Degree,Web Developer,7,85000,85,100
30,Male,High School,Junior HR Coordinator,2,33000,97,100
43,Female,PhD,Senior Human Resources Manager,15,150000,60,76
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,79,89
25,Female,Master's Degree,Junior HR Generalist,1,32000,87,69
37,Male,PhD,Director of HR,11,115000,75,78
24,Female,Bachelor's Degree,Web Developer,1,40000,76,88
39,Male,Master's Degree,Senior HR Generalist,10,105000,99,61
31,Male,High School,Junior HR Generalist,2,35000,87,95
44,Female,PhD,Director of HR,13,135000,71,78
28,Male,Bachelor's Degree,Web Developer,4,65000,86,66
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,89,85
45,Male,PhD,Director of HR,14,140000,100,74
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,93,97
38,Male,Master's Degree,Senior HR Generalist,8,95000,96,62
27,Female,High School,Junior HR Generalist,1,32000,65,97
33,Male,Bachelor's Degree,Web Developer,5,70000,66,75
42,Female,Master's Degree,Director of HR,12,120000,91,61
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,91,90
36,Female,Master's Degree,Web Developer,7,85000,84,87
30,Male,High School,Junior HR Coordinator,2,33000,92,66
43,Female,PhD,Senior Human Resources Manager,15,150000,66,89
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,71,66
25,Female,Master's Degree,Junior HR Generalist,1,32000,75,95
37,Male,PhD,Director of HR,11,115000,75,88
24,Female,Bachelor's Degree,Web Developer,1,40000,95,83
39,Male,Master's Degree,Senior HR Generalist,10,105000,72,98
31,Male,High School,Junior HR Generalist,2,35000,66,63
44,Female,PhD,Director of HR,13,135000,95,88
28,Male,Bachelor's Degree,Web Developer,4,65000,68,64
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,91,88
45,Male,PhD,Director of HR,14,140000,70,89
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,67,88
38,Male,Master's Degree,Senior HR Generalist,8,95000,92,85
27,Female,High School,Junior HR Generalist,1,32000,82,78
33,Male,Bachelor's Degree,Web Developer,5,70000,84,85
42,Female,Master's Degree,Director of HR,12,120000,67,96
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,81,86
36,Female,Master's Degree,Web Developer,7,85000,63,89
30,Male,High School,Junior HR Coordinator,2,33000,99,89
43,Female,PhD,Senior Human Resources Manager,15,150000,62,62
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,88,66
25,Female,Master's Degree,Junior HR Generalist,1,32000,100,68
37,Male,PhD,Director of HR,11,115000,88,100
24,Female,Bachelor's Degree,Web Developer,1,40000,93,72
39,Male,Master's Degree,Senior HR Generalist,10,105000,93,74
31,Male,High School,Junior HR Generalist,2,35000,87,64
44,Female,PhD,Director of HR,13,135000,72,88
28,Male,Bachelor's Degree,Web Developer,4,65000,74,94
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,82,86
45,Male,PhD,Director of HR,14,140000,85,86
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,63,67
38,Male,Master's Degree,Senior HR Generalist,8,95000,85,91
27,Female,High School,Junior HR Generalist,1,32000,99,79
33,Male,Bachelor's Degree,Web Developer,5,70000,68,69
42,Female,Master's Degree,Director of HR,12,120000,64,72
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,91,88
36,Female,Master's Degree,Web Developer,7,85000,79,94
30,Male,High School,Junior HR Coordinator,2,33000,70,67
43,Female,PhD,Senior Human Resources Manager,15,150000,74,88
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,91,90
25,Female,Master's Degree,Junior HR Generalist,1,32000,87,100
37,Male,PhD,Director of HR,11,115000,81,89
32,Male,Bachelor's Degree,Junior Web Developer,2,45000,100,81
24,Female,High School,Junior HR Generalist,1,32000,76,80
45,Male,PhD,Senior Human Resources Manager,12,120000,85,71
29,Female,Master's Degree,Web Developer,4,65000,66,70
38,Male,Bachelor's Degree,Senior HR Generalist,8,95000,85,61
27,Female,Master's Degree,Director of HR,5,80000,84,100
31,Female,High School,Junior HR Coordinator,3,38000,69,61
42,Male,Master's Degree,Web Developer,10,110000,78,93
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,70,62
36,Male,Master's Degree,Senior HR Generalist,7,89000,72,75
28,Male,High School,Junior HR Generalist,1,32000,67,63
33,Female,Bachelor's Degree,Web Developer,5,70000,99,82
46,Male,PhD,Director of HR,15,150000,63,79
25,Female,Bachelor's Degree,Junior Web Developer,1,40000,90,84
37,Female,Master's Degree,Senior Human Resources Manager,9,105000,87,89
30,Male,Master's Degree,Web Developer,4,65000,70,77
43,Female,PhD,Director of HR,14,140000,60,70
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,97,88
26,Female,High School,Junior HR Generalist,2,35000,83,76
41,Male,Master's Degree,Senior HR Generalist,11,115000,90,85
29,Female,Master's Degree,Web Developer,5,70000,100,82
35,Male,Bachelor's Degree,Web Developer,6,80000,85,79
27,Female,High School,Junior HR Coordinator,1,30000,64,61
40,Male,PhD,Director of HR,13,135000,79,83
23,Female,Bachelor's Degree,Junior Web Developer,1,40000,100,90
39,Male,Master's Degree,Senior HR Generalist,10,105000,70,86
31,Male,High School,Junior HR Generalist,2,35000,92,61
44,Female,PhD,Senior Human Resources Manager,12,120000,97,73
28,Male,Master's Degree,Web Developer,3,55000,86,63
32,Female,Bachelor's Degree,Junior Web Developer,2,45000,93,72
45,Male,Master's Degree,Director of HR,14,140000,74,95
26,Female,Bachelor's Degree,Web Developer,3,55000,91,94
38,Male,PhD,Senior Human Resources Manager,11,115000,80,67
27,Female,Master's Degree,Senior HR Generalist,4,70000,64,61
33,Male,High School,Junior HR Coordinator,3,38000,65,65
42,Female,Master's Degree,Director of HR,13,135000,97,90
29,Male,Bachelor's Degree,Junior Web Developer,2,45000,81,69
36,Female,Master's Degree,Web Developer,7,85000,77,80
30,Male,High School,Junior HR Generalist,1,32000,73,69
43,Female,PhD,Senior Human Resources Manager,15,150000,69,82
34,Male,Bachelor's Degree,Web Developer,4,65000,72,62
25,Female,Master's Degree,Junior HR Generalist,1,32000,90,91
37,Male,PhD,Director of HR,12,120000,89,79
24,Female,Bachelor's Degree,Junior Web Developer,1,40000,62,69
39,Male,Master's Degree,Senior HR Generalist,9,95000,89,88
31,Male,High School,Junior HR Generalist,2,35000,65,100
44,Female,PhD,Director of HR,14,140000,88,93
28,Male,Bachelor's Degree,Web Developer,3,55000,67,96
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,92,79
45,Male,PhD,Director of HR,13,135000,76,67
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,70,66
38,Male,Master's Degree,Senior HR Generalist,8,95000,72,65
27,Female,High School,Junior HR Generalist,1,32000,70,70
33,Male,Bachelor's Degree,Web Developer,5,70000,90,77
42,Female,Master's Degree,Director of HR,12,120000,87,88
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,65,84
36,Female,Master's Degree,Web Developer,7,85000,100,80
30,Male,High School,Junior HR Coordinator,2,33000,75,62
43,Female,PhD,Senior Human Resources Manager,15,150000,63,77
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,94,83
25,Female,Master's Degree,Junior HR Generalist,1,32000,85,97
37,Male,PhD,Director of HR,11,115000,71,69
24,Female,Bachelor's Degree,Web Developer,1,40000,70,86
39,Male,Master's Degree,Senior HR Generalist,10,105000,96,71
31,Male,High School,Junior HR Generalist,2,35000,84,66
44,Female,PhD,Director of HR,13,135000,77,76
28,Male,Bachelor's Degree,Web Developer,4,65000,78,60
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,82,85
45,Male,PhD,Director of HR,14,140000,97,74
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,77,92
38,Male,Master's Degree,Senior HR Generalist,8,95000,85,96
27,Female,High School,Junior HR Generalist,1,32000,65,90
33,Male,Bachelor's Degree,Web Developer,5,70000,63,94
42,Female,Master's Degree,Director of HR,12,120000,88,60
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,93,67
36,Female,Master's Degree,Web Developer,7,85000,76,71
30,Male,High School,Junior HR Coordinator,2,33000,75,78
43,Female,PhD,Senior Human Resources Manager,15,150000,61,84
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,93,91
25,Female,Master's Degree,Junior HR Generalist,1,32000,67,71
37,Male,PhD,Director of HR,11,115000,72,72
24,Female,Bachelor's Degree,Web Developer,1,40000,67,87
39,Male,Master's Degree,Senior HR Generalist,10,105000,89,60
31,Male,High School,Junior HR Generalist,2,35000,91,65
44,Female,PhD,Director of HR,13,135000,95,67
28,Male,Bachelor's Degree,Web Developer,4,65000,89,63
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,60,64
45,Male,PhD,Director of HR,14,140000,98,84
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,76,81
38,Male,Master's Degree,Senior HR Generalist,8,95000,79,87
27,Female,High School,Junior HR Generalist,1,32000,83,98
33,Male,Bachelor's Degree,Web Developer,5,70000,81,82
42,Female,Master's Degree,Director of HR,12,120000,88,63
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,81,63
36,Female,Master's Degree,Web Developer,7,85000,68,80
30,Male,High School,Junior HR Coordinator,2,33000,96,96
43,Female,PhD,Senior Human Resources Manager,15,150000,69,100
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,95,61
25,Female,Master's Degree,Junior HR Generalist,1,32000,96,66
37,Male,PhD,Director of HR,11,115000,87,75
24,Female,Bachelor's Degree,Web Developer,1,40000,87,76
39,Male,Master's Degree,Senior HR Generalist,10,105000,80,79
31,Male,High School,Junior HR Generalist,2,35000,83,82
44,Female,PhD,Director of HR,13,135000,99,93
28,Male,Bachelor's Degree,Web Developer,4,65000,61,70
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,67,93
45,Male,PhD,Director of HR,14,140000,86,92
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,81,85
38,Male,Master's Degree,Senior HR Generalist,8,95000,96,61
27,Female,High School,Junior HR Generalist,1,32000,86,82
33,Male,Bachelor's Degree,Web Developer,5,70000,88,100
42,Female,Master's Degree,Director of HR,12,120000,62,81
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,72,93
36,Female,Master's Degree,Web Developer,7,85000,69,74
30,Male,High School,Junior HR Coordinator,2,33000,95,69
43,Female,PhD,Senior Human Resources Manager,15,150000,68,74
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,86,88
25,Female,Master's Degree,Junior HR Generalist,1,32000,93,82
37,Male,PhD,Director of HR,11,115000,60,76
28,Male,Bachelor's Degree,Software Engineer,3,60000,91,68
37,Female,Master's Degree,Marketing Manager,9,100000,84,95
43,Male,PhD,Data Scientist,15,150000,88,68
31,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,66,75
24,Male,High School,Junior Sales Associate,1,30000,62,95
29,Female,Master's Degree,Software Developer,5,70000,79,92
35,Male,Bachelor's Degree,Operations Manager,8,90000,79,90
26,Female,Master's Degree,Marketing Coordinator,2,40000,89,65
42,Male,PhD,Data Scientist,12,130000,94,69
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,94,75
27,Male,High School,Junior Sales Associate,2,35000,98,63
38,Female,Master's Degree,Marketing Manager,10,110000,86,81
30,Male,Bachelor's Degree,Software Engineer,4,65000,85,72
45,Male,PhD,Data Scientist,18,180000,73,75
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,76,88
40,Female,Master's Degree,Human Resources Manager,11,120000,77,65
33,Male,Bachelor's Degree,Operations Manager,6,75000,88,85
29,Female,High School,Junior Sales Associate,1,30000,79,70
44,Male,PhD,Data Scientist,16,160000,86,83
26,Male,Bachelor's Degree,Software Developer,3,60000,77,88
36,Female,Master's Degree,Marketing Coordinator,8,85000,63,62
31,Male,Bachelor's Degree,Operations Manager,5,70000,60,69
27,Female,Master's Degree,Human Resources Coordinator,3,50000,60,60
42,Male,PhD,Data Scientist,13,140000,85,85
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,79,71
28,Male,High School,Junior Sales Associate,2,35000,82,73
39,Female,Master's Degree,Marketing Manager,10,110000,69,84
31,Male,Bachelor's Degree,Software Engineer,4,65000,70,67
45,Male,PhD,Data Scientist,18,180000,100,63
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,100,87
40,Female,Master's Degree,Human Resources Manager,11,120000,64,66
33,Male,Bachelor's Degree,Operations Manager,6,75000,60,69
29,Female,High School,Junior Sales Associate,1,30000,76,95
44,Male,PhD,Data Scientist,16,160000,81,61
26,Male,Bachelor's Degree,Software Developer,3,60000,93,85
36,Female,Master's Degree,Marketing Coordinator,8,85000,100,73
31,Male,Bachelor's Degree,Operations Manager,5,70000,88,75
27,Female,Master's Degree,Human Resources Coordinator,3,50000,63,76
42,Male,PhD,Data Scientist,13,140000,64,81
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,70,63
28,Male,High School,Junior Sales Associate,2,35000,80,78
39,Female,Master's Degree,Marketing Manager,10,110000,94,61
31,Male,Bachelor's Degree,Software Engineer,4,65000,71,98
45,Male,PhD,Data Scientist,18,180000,85,68
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,78,78
40,Female,Master's Degree,Human Resources Manager,11,120000,66,75
33,Male,Bachelor's Degree,Operations Manager,6,75000,66,84
29,Female,High School,Junior Sales Associate,1,30000,85,77
44,Male,PhD,Data Scientist,16,160000,99,82
26,Male,Bachelor's Degree,Software Developer,3,60000,64,80
36,Female,Master's Degree,Marketing Coordinator,8,85000,80,70
31,Male,Bachelor's Degree,Operations Manager,5,70000,73,98
27,Female,Master's Degree,Human Resources Coordinator,3,50000,63,100
42,Male,PhD,Data Scientist,13,140000,82,63
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,79,84
28,Male,High School,Junior Sales Associate,2,35000,74,91
39,Female,Master's Degree,Marketing Manager,10,110000,88,89
31,Male,Bachelor's Degree,Software Engineer,4,65000,67,85
45,Male,PhD,Data Scientist,18,180000,100,95
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,78,93
40,Female,Master's Degree,Human Resources Manager,11,120000,98,68
33,Male,Bachelor's Degree,Operations Manager,6,75000,87,71
29,Female,High School,Junior Sales Associate,1,30000,86,61
44,Male,PhD,Data Scientist,16,160000,63,97
26,Male,Bachelor's Degree,Software Developer,3,60000,74,64
36,Female,Master's Degree,Marketing Coordinator,8,85000,94,64
31,Male,Bachelor's Degree,Operations Manager,5,70000,96,81
27,Female,Master's Degree,Human Resources Coordinator,3,50000,60,64
42,Male,PhD,Data Scientist,13,140000,62,63
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,83,68
28,Male,High School,Junior Sales Associate,2,35000,86,88
39,Female,Master's Degree,Marketing Manager,10,110000,99,81
31,Male,Bachelor's Degree,Software Engineer,4,65000,95,86
45,Male,PhD,Data Scientist,18,180000,93,69
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,88,75
40,Female,Master's Degree,Human Resources Manager,11,120000,83,69
33,Male,Bachelor's Degree,Operations Manager,6,75000,83,65
29,Female,High School,Junior Sales Associate,1,30000,63,64
44,Male,PhD,Data Scientist,16,160000,62,65
26,Male,Bachelor's Degree,Software Developer,3,60000,93,84
36,Female,Master's Degree,Marketing Coordinator,8,85000,82,63
31,Male,Bachelor's Degree,Operations Manager,5,70000,82,99
27,Female,Master's Degree,Human Resources Coordinator,3,50000,64,91
42,Male,PhD,Data Scientist,13,140000,90,94
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,100,69
28,Male,High School,Junior Sales Associate,2,35000,65,93
39,Female,Master's Degree,Marketing Manager,10,110000,96,95
31,Male,Bachelor's Degree,Software Engineer,4,65000,69,65
45,Male,PhD,Data Scientist,18,180000,99,75
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,66,78
40,Female,Master's Degree,Human Resources Manager,11,120000,98,93
33,Male,Bachelor's Degree,Operations Manager,6,75000,97,84
29,Female,High School,Junior Sales Associate,1,30000,80,90
44,Male,PhD,Data Scientist,16,160000,79,100
26,Male,Bachelor's Degree,Software Developer,3,60000,62,76
36,Female,Master's Degree,Marketing Coordinator,8,85000,81,89
31,Male,Bachelor's Degree,Operations Manager,5,70000,63,98
27,Female,Master's Degree,Human Resources Coordinator,3,50000,87,90
42,Male,PhD,Data Scientist,13,140000,71,78
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,97,94
28,Male,High School,Junior Sales Associate,2,35000,95,88
39,Female,Master's Degree,Marketing Manager,10,110000,100,60
31,Male,Bachelor's Degree,Software Engineer,4,65000,64,63
45,Male,PhD,Data Scientist,18,180000,72,87
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,82,77
40,Female,Master's Degree,Human Resources Manager,11,120000,89,85
33,Male,Bachelor's Degree,Operations Manager,6,75000,96,99
29,Female,High School,Junior Sales Associate,1,30000,84,78
44,Male,PhD,Data Scientist,16,160000,86,65
26,Male,Bachelor's Degree,Software Developer,3,60000,73,60
36,Female,Master's Degree,Marketing Coordinator,8,85000,95,67
31,Male,Bachelor's Degree,Operations Manager,5,70000,98,92
27,Female,Master's Degree,Human Resources Coordinator,3,50000,75,80
42,Male,PhD,Data Scientist,13,140000,81,83
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,80,84
28,Male,High School,Junior Sales Associate,2,35000,80,78
39,Female,Master's Degree,Marketing Manager,10,110000,67,88
31,Male,Bachelor's Degree,Software Engineer,4,65000,75,69
45,Male,PhD,Data Scientist,18,180000,90,71
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,69,92
40,Female,Master's Degree,Human Resources Manager,11,120000,91,66
33,Male,Bachelor's Degree,Operations Manager,6,75000,93,76
29,Female,High School,Junior Sales Associate,1,30000,68,69
44,Male,PhD,Data Scientist,16,160000,76,90
26,Male,Bachelor's Degree,Software Developer,3,60000,70,65
27,Male,Bachelor's Degree,Software Engineer,3,60000,91,76
38,Female,Master's Degree,Marketing Manager,9,100000,69,96
44,Male,PhD,Data Scientist,15,150000,81,77
30,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,76,85
23,Male,High School,Junior Sales Associate,1,30000,63,75
28,Female,Master's Degree,Software Developer,5,70000,84,67
34,Male,Bachelor's Degree,Operations Manager,8,90000,80,83
25,Female,Master's Degree,Marketing Coordinator,2,40000,96,72
41,Male,PhD,Data Scientist,12,130000,97,88
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,60,91
26,Male,High School,Junior Sales Associate,2,35000,84,83
37,Female,Master's Degree,Marketing Manager,10,110000,95,75
29,Male,Bachelor's Degree,Software Engineer,4,65000,76,70
46,Male,PhD,Data Scientist,18,180000,100,91
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,83,65
39,Female,Master's Degree,Human Resources Manager,11,120000,61,94
32,Male,Bachelor's Degree,Operations Manager,6,75000,99,92
28,Female,High School,Junior Sales Associate,1,30000,74,77
43,Male,PhD,Data Scientist,16,160000,91,96
27,Male,Bachelor's Degree,Software Developer,3,60000,98,72
35,Female,Master's Degree,Marketing Coordinator,8,85000,65,69
30,Male,Bachelor's Degree,Operations Manager,5,70000,60,96
26,Female,Master's Degree,Human Resources Coordinator,3,50000,82,85
41,Male,PhD,Data Scientist,13,140000,98,76
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,76,60
27,Male,High School,Junior Sales Associate,2,35000,93,84
38,Female,Master's Degree,Marketing Manager,10,110000,100,93
29,Male,Bachelor's Degree,Software Engineer,4,65000,88,98
46,Male,PhD,Data Scientist,18,180000,68,69
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,72,79
39,Female,Master's Degree,Human Resources Manager,11,120000,65,66
32,Male,Bachelor's Degree,Operations Manager,6,75000,65,75
28,Female,High School,Junior Sales Associate,1,30000,79,96
43,Male,PhD,Data Scientist,16,160000,62,88
27,Male,Bachelor's Degree,Software Developer,3,60000,76,71
35,Female,Master's Degree,Marketing Coordinator,8,85000,71,76
30,Male,Bachelor's Degree,Operations Manager,5,70000,60,79
26,Female,Master's Degree,Human Resources Coordinator,3,50000,76,85
41,Male,PhD,Data Scientist,13,140000,62,78
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,85,71
27,Male,High School,Junior Sales Associate,2,35000,74,80
38,Female,Master's Degree,Marketing Manager,10,110000,95,93
29,Male,Bachelor's Degree,Software Engineer,4,65000,91,66
46,Male,PhD,Data Scientist,18,180000,91,94
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,63,74
39,Female,Master's Degree,Human Resources Manager,11,120000,77,60
32,Male,Bachelor's Degree,Operations Manager,6,75000,78,85
28,Female,High School,Junior Sales Associate,1,30000,94,94
43,Male,PhD,Data Scientist,16,160000,99,84
27,Male,Bachelor's Degree,Software Developer,3,60000,73,74
35,Female,Master's Degree,Marketing Coordinator,8,85000,92,81
30,Male,Bachelor's Degree,Operations Manager,5,70000,73,65
26,Female,Master's Degree,Human Resources Coordinator,3,50000,93,74
41,Male,PhD,Data Scientist,13,140000,63,83
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,83,80
27,Male,High School,Junior Sales Associate,2,35000,88,66
38,Female,Master's Degree,Marketing Manager,10,110000,78,88
29,Male,Bachelor's Degree,Software Engineer,4,65000,65,91
46,Male,PhD,Data Scientist,18,180000,92,91
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,99,64
39,Female,Master's Degree,Human Resources Manager,11,120000,78,63
32,Male,Bachelor's Degree,Operations Manager,6,75000,60,81
28,Female,High School,Junior Sales Associate,1,30000,64,77
43,Male,PhD,Data Scientist,16,160000,86,94
27,Male,Bachelor's Degree,Software Developer,3,60000,75,76
35,Female,Master's Degree,Marketing Coordinator,8,85000,65,83
30,Male,Bachelor's Degree,Operations Manager,5,70000,99,61
26,Female,Master's Degree,Human Resources Coordinator,3,50000,72,72
41,Male,PhD,Data Scientist,13,140000,94,74
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,78,64
27,Male,High School,Junior Sales Associate,2,35000,71,62
38,Female,Master's Degree,Marketing Manager,10,110000,75,96
29,Male,Bachelor's Degree,Software Engineer,4,65000,69,96
46,Male,PhD,Data Scientist,18,180000,84,96
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,79,62
39,Female,Master's Degree,Human Resources Manager,11,120000,90,94
32,Male,Bachelor's Degree,Operations Manager,6,75000,63,82
28,Female,High School,Junior Sales Associate,1,30000,82,87
43,Male,PhD,Data Scientist,16,160000,61,89
27,Male,Bachelor's Degree,Software Developer,3,60000,81,77
35,Female,Master's Degree,Marketing Coordinator,8,85000,96,95
30,Male,Bachelor's Degree,Operations Manager,5,70000,67,92
26,Female,Master's Degree,Human Resources Coordinator,3,50000,66,85
41,Male,PhD,Data Scientist,13,140000,73,99
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,62,76
27,Male,High School,Junior Sales Associate,2,35000,75,99
38,Female,Master's Degree,Marketing Manager,10,110000,78,66
29,Male,Bachelor's Degree,Software Engineer,4,65000,77,67
46,Male,PhD,Data Scientist,18,180000,75,90
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,67,71
39,Female,Master's Degree,Human Resources Manager,11,120000,92,90
32,Male,Bachelor's Degree,Operations Manager,6,75000,71,78
28,Female,High School,Junior Sales Associate,1,30000,70,69
43,Male,PhD,Data Scientist,16,160000,64,98
27,Male,Bachelor's Degree,Software Developer,3,60000,86,71
35,Female,Master's Degree,Marketing Coordinator,8,85000,71,79
30,Male,Bachelor's Degree,Operations Manager,5,70000,76,96
26,Female,Master's Degree,Human Resources Coordinator,3,50000,65,100
41,Male,PhD,Data Scientist,13,140000,92,66
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,64,73
27,Male,High School,Junior Sales Associate,2,35000,87,70
38,Female,Master's Degree,Marketing Manager,10,110000,73,66
29,Male,Bachelor's Degree,Software Engineer,4,65000,64,88
46,Male,PhD,Data Scientist,18,180000,92,69
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,100,88
39,Female,Master's Degree,Human Resources Manager,11,120000,78,68
32,Male,Bachelor's Degree,Operations Manager,6,75000,81,95
28,Female,High School,Junior Sales Associate,1,30000,64,69
43,Male,PhD,Data Scientist,16,160000,61,78
27,Male,Bachelor's Degree,Software Developer,3,60000,89,90
35,Female,Master's Degree,Marketing Coordinator,8,85000,98,76
30,Male,Bachelor's Degree,Operations Manager,5,70000,63,68
26,Female,Master's Degree,Human Resources Coordinator,3,50000,92,92
41,Male,PhD,Data Scientist,13,140000,72,93
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,79,83
27,Male,High School,Junior Sales Associate,2,35000,66,68
38,Female,Master's Degree,Marketing Manager,10,110000,74,66
29,Male,Bachelor's Degree,Software Engineer,4,65000,82,75
46,Male,PhD,Data Scientist,18,180000,73,78
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,82,98
39,Female,Master's Degree,Human Resources Manager,11,120000,78,65
32,Male,Bachelor's Degree,Operations Manager,6,75000,88,70
28,Female,High School,Junior Sales Associate,1,30000,79,71
43,Male,PhD,Data Scientist,16,160000,88,72
27,Male,Bachelor's Degree,Software Developer,3,60000,83,71
24,Male,Bachelor's Degree,Software Engineer,2,55000,77,80
32,Female,Master's Degree,Marketing Manager,7,90000,69,69
45,Male,PhD,Data Scientist,16,160000,100,79
28,Female,Bachelor's Degree,Human Resources Coordinator,4,60000,67,95
22,Male,High School,Junior Sales Associate,1,25000,85,87
29,Female,Master's Degree,Software Developer,5,70000,88,83
36,Male,Bachelor's Degree,Operations Manager,8,100000,69,64
27,Female,Bachelor's Degree,Marketing Coordinator,3,45000,76,96
42,Male,PhD,Data Scientist,14,140000,61,71
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,65,94
25,Male,High School,Junior Sales Associate,2,30000,64,99
39,Female,Master's Degree,Marketing Manager,11,120000,87,61
30,Male,Bachelor's Degree,Software Engineer,4,65000,100,100
47,Male,PhD,Data Scientist,19,190000,64,98
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,77,68
40,Female,Master's Degree,Human Resources Manager,12,130000,85,81
33,Male,Bachelor's Degree,Operations Manager,7,85000,79,64
29,Female,High School,Junior Sales Associate,1,25000,100,71
44,Male,PhD,Data Scientist,15,150000,86,60
28,Male,Bachelor's Degree,Software Developer,3,60000,71,81
36,Female,Master's Degree,Marketing Coordinator,9,100000,66,97
31,Male,Bachelor's Degree,Operations Manager,6,75000,62,78
27,Female,Master's Degree,Human Resources Coordinator,3,50000,69,75
42,Male,PhD,Data Scientist,14,140000,93,90
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,84,62
